Name,oldest_sequence,newest_sequence,number_taxa
UK2150,2020-04-09,2020-04-09,1
UK203,2020-03-31,2020-04-09,4
UK893,2020-04-11,2020-04-11,1
UK1624,2020-04-12,2020-04-12,1
UK1679,2020-04-09,2020-04-09,1
UK1555,2020-04-01,2020-04-01,1
UK697,2020-04-04,2020-04-12,3
UK2837,2020-04-03,2020-04-03,1
UK2151,2020-04-08,2020-04-08,1
UK83,2020-04-02,2020-04-02,1
UK2871,2020-04-02,2020-04-02,1
UK3147,2020-04-07,2020-04-07,1
UK3228,2020-04-08,2020-04-08,1
UK3229,2020-04-09,2020-04-09,1
UK4672,2020-04-08,2020-04-08,1
UK1625,2020-04-11,2020-04-11,1
UK1556,2020-04-13,2020-04-13,1
UK106,2020-04-10,2020-04-10,1
UK4533,2020-04-03,2020-04-03,1
UK2152,2020-04-02,2020-04-02,1
UK3230,2020-04-02,2020-04-02,1
UK3231,2020-04-02,2020-04-02,1
UK3232,2020-04-10,2020-04-10,1
UK4673,2020-04-09,2020-04-09,1
UK530,2020-03-31,2020-04-13,11
UK668,2020-04-12,2020-04-12,1
UK4534,2020-04-03,2020-04-03,1
UK2086,2020-04-08,2020-04-08,1
UK399,2020-04-11,2020-04-11,1
UK3233,2020-04-12,2020-04-12,1
UK5705,2020-04-03,2020-04-03,1
UK236,2020-04-09,2020-04-09,1
UK1188,2020-04-09,2020-04-09,1
UK2699,2020-04-02,2020-04-02,1
UK3234,2020-04-12,2020-04-12,1
UK3235,2020-04-09,2020-04-09,1
UK225,2020-03-26,2020-04-10,2
UK2153,2020-04-03,2020-04-03,1
UK2838,2020-04-03,2020-04-03,1
UK15,2020-03-30,2020-04-13,4
UK4535,2020-04-13,2020-04-13,1
UK538,2020-04-12,2020-04-12,1
UK3236,2020-04-03,2020-04-03,1
UK3237,2020-04-04,2020-04-04,1
UK3238,2020-04-10,2020-04-10,1
UK2154,2020-04-11,2020-04-11,1
UK3239,2020-04-12,2020-04-12,1
UK3240,2020-04-02,2020-04-02,1
UK1017,2020-04-01,2020-04-02,2
UK5558,2020-04-12,2020-04-12,1
UK809,2020-04-02,2020-04-02,1
UK2155,2020-04-03,2020-04-03,1
UK910,2020-04-09,2020-04-09,1
UK131,2020-03-17,2020-04-11,5
UK627,2020-03-31,2020-04-10,6
UK2156,2020-04-10,2020-04-10,1
UK2157,2020-04-11,2020-04-11,1
UK3241,2020-04-09,2020-04-09,1
UK3242,2020-04-08,2020-04-08,1
UK4366,2020-04-02,2020-04-02,1
UK2670,2020-04-01,2020-04-01,1
UK2158,2020-04-10,2020-04-10,1
UK837,2020-04-01,2020-04-06,2
UK1718,2020-04-11,2020-04-11,1
UK4537,2020-04-09,2020-04-09,1
UK834,2020-04-02,2020-04-07,2
UK2872,2020-04-08,2020-04-08,1
UK417,2020-04-01,2020-04-01,1
UK5136,2020-04-05,2020-04-05,1
UK2804,2020-04-07,2020-04-07,1
UK5182,2020-04-07,2020-04-07,1
UK2180,2020-04-04,2020-04-04,1
UK2805,2020-04-07,2020-04-07,1
UK4505,2020-04-06,2020-04-06,1
UK1795,2020-04-01,2020-04-01,1
UK3298,2020-04-07,2020-04-07,1
UK3299,2020-04-05,2020-04-05,1
UK2080,2020-04-07,2020-04-07,1
UK1887,2020-04-03,2020-04-03,1
UK3300,2020-04-01,2020-04-01,1
UK3301,2020-04-04,2020-04-04,1
UK3146,2020-04-07,2020-04-07,1
UK3302,2020-04-06,2020-04-06,1
UK3303,2020-04-05,2020-04-05,1
UK3032,2020-04-06,2020-04-06,1
UK1796,2020-04-07,2020-04-07,1
UK3304,2020-04-02,2020-04-02,1
UK3305,2020-03-31,2020-03-31,1
UK4691,2020-04-06,2020-04-06,1
UK222,2020-03-31,2020-03-31,3
UK2842,2020-04-05,2020-04-05,1
UK2181,2020-04-04,2020-04-04,1
UK968,2020-03-30,2020-04-01,4
UK1557,2020-04-05,2020-04-05,1
UK1307,2020-04-07,2020-04-07,1
UK2806,2020-04-07,2020-04-07,1
UK3145,2020-04-07,2020-04-07,1
UK3306,2020-04-04,2020-04-04,1
UK2182,2020-04-06,2020-04-06,1
UK4541,2020-04-06,2020-04-06,1
UK2183,2020-04-04,2020-04-04,1
UK1055,2020-03-31,2020-03-31,1
UK3307,2020-04-07,2020-04-07,1
UK2184,2020-04-04,2020-04-04,1
UK660,2020-04-06,2020-04-06,2
UK5689,2020-04-06,2020-04-06,1
UK2185,2020-03-31,2020-03-31,1
UK291,2020-04-01,2020-04-01,1
UK3308,2020-04-04,2020-04-04,1
UK1629,2020-04-01,2020-04-01,1
UK2873,2020-04-01,2020-04-01,1
UK958,2020-04-05,2020-04-07,2
UK775,2020-04-04,2020-04-11,4
UK1797,2020-04-04,2020-04-04,1
UK2186,2020-04-05,2020-04-05,1
UK5708,2020-04-06,2020-04-06,1
UK2187,2020-04-07,2020-04-07,1
UK4692,2020-03-31,2020-03-31,1
UK5464,2020-04-07,2020-04-07,1
UK3309,2020-04-04,2020-04-04,1
UK2188,2020-04-07,2020-04-07,1
UK3310,2020-04-01,2020-04-01,1
UK184,2020-03-01,2020-03-31,3
UK5517,2020-04-05,2020-04-05,1
UK3311,2020-03-31,2020-03-31,2
UK2189,2020-04-03,2020-04-03,1
UK2190,2020-04-04,2020-04-04,1
UK2191,2020-04-07,2020-04-07,1
UK3312,2020-04-06,2020-04-06,1
UK3313,2020-04-05,2020-04-05,1
UK3079,2020-04-01,2020-04-01,1
UK2192,2020-04-01,2020-04-01,1
UK2193,2020-04-04,2020-04-04,1
UK274,2020-03-25,2020-04-04,2
UK3314,2020-04-06,2020-04-06,1
UK2194,2020-04-07,2020-04-07,1
UK2195,2020-04-01,2020-04-01,1
UK2843,2020-03-31,2020-03-31,1
UK2196,2020-03-31,2020-03-31,1
UK96,2020-04-07,2020-04-07,1
UK3315,2020-04-04,2020-04-04,1
UK3316,2020-04-06,2020-04-06,1
UK2874,2020-04-04,2020-04-04,1
UK47,2020-03-25,2020-04-10,5
UK3317,2020-04-05,2020-04-05,1
UK375,2020-04-06,2020-04-06,1
UK2197,2020-04-04,2020-04-04,1
UK2657,2020-04-05,2020-04-05,1
